term,freq_clickbait,freq_nonclickbait,p_clickbait,p_nonclickbait,log_odds,dominance,ratio_cb_non
now,6,1,0.00010341414410022308,2.44140625e-05,1.44358244460608,7.900008160022308e-05,3.5
kiat,6,1,0.00010341414410022308,2.44140625e-05,1.44358244460608,7.900008160022308e-05,3.5
kepo,6,1,0.00010341414410022308,2.44140625e-05,1.44358244460608,7.900008160022308e-05,3.5
aurel,6,1,0.00010341414410022308,2.44140625e-05,1.44358244460608,7.900008160022308e-05,3.5
asmara,6,1,0.00010341414410022308,2.44140625e-05,1.44358244460608,7.900008160022308e-05,3.5
mitos,6,1,0.00010341414410022308,2.44140625e-05,1.44358244460608,7.900008160022308e-05,3.5
artis,51,14,0.0007682193561730857,0.00018310546875,1.4340129935899295,0.0005851138874230857,3.466666666666667
mira,16,4,0.00025114863567197033,6.103515625e-05,1.414594907732828,0.00019011347942197033,3.4
gadis,16,4,0.00025114863567197033,6.103515625e-05,1.414594907732828,0.00019011347942197033,3.4
nang,16,4,0.00025114863567197033,6.103515625e-05,1.414594907732828,0.00019011347942197033,3.4
murid,9,2,0.00014773449157174726,3.662109375e-05,1.3947922804366484,0.00011111339782174726,3.3333333333333335
gendong,9,2,0.00014773449157174726,3.662109375e-05,1.3947922804366484,0.00011111339782174726,3.3333333333333335
special,9,2,0.00014773449157174726,3.662109375e-05,1.3947922804366484,0.00011111339782174726,3.3333333333333335
emosi,9,2,0.00014773449157174726,3.662109375e-05,1.3947922804366484,0.00011111339782174726,3.3333333333333335
a9,9,2,0.00014773449157174726,3.662109375e-05,1.3947922804366484,0.00011111339782174726,3.3333333333333335
seteru,9,2,0.00014773449157174726,3.662109375e-05,1.3947922804366484,0.00011111339782174726,3.3333333333333335
kumalasari,52,15,0.0007829928053302604,0.0001953125,1.3885226674230526,0.0005876803053302604,3.3125
momen,22,6,0.0003397893306150187,8.544921875e-05,1.3804035429845487,0.0002543401118650187,3.2857142857142856
peto,12,3,0.00019205483904327143,4.8828125e-05,1.3694744724523582,0.00014322671404327144,3.25
kai,12,3,0.00019205483904327143,4.8828125e-05,1.3694744724523582,0.00014322671404327144,3.25
kok,12,3,0.00019205483904327143,4.8828125e-05,1.3694744724523582,0.00014322671404327144,3.25
juri,12,3,0.00019205483904327143,4.8828125e-05,1.3694744724523582,0.00014322671404327144,3.25
sandra,12,3,0.00019205483904327143,4.8828125e-05,1.3694744724523582,0.00014322671404327144,3.25
horor,12,3,0.00019205483904327143,4.8828125e-05,1.3694744724523582,0.00014322671404327144,3.25
tanggap,50,15,0.000753445907015911,0.0001953125,1.3500563865952568,0.0005581334070159109,3.1875
teaser,18,5,0.0002806955339863198,7.32421875e-05,1.3434989860490978,0.0002074533464863198,3.1666666666666665
mulan,24,7,0.00036933622892936814,9.765625e-05,1.330253759299077,0.00027167997892936816,3.125
tanda,27,8,0.00041365657640089233,0.00010986328125,1.3257994089496967,0.00030379329515089234,3.111111111111111
hijab,27,8,0.00041365657640089233,0.00010986328125,1.3257994089496967,0.00030379329515089234,3.111111111111111
rambut,42,13,0.0006352583137585132,0.0001708984375,1.312962262189016,0.0004643598762585132,3.0714285714285716
suami,88,28,0.0013148369749885506,0.00035400390625,1.3121600158563782,0.0009608330687385506,3.0689655172413794
tarik,44,14,0.0006648052120728626,0.00018310546875,1.2894317647788218,0.0004816997433228626,3.0
blackpink,38,12,0.0005761645171298143,0.00015869140625,1.2894317647788218,0.00041747311087981436,3.0
gemar,29,9,0.00044320347471524176,0.0001220703125,1.2894317647788218,0.00032113316221524176,3.0
cerai,29,9,0.00044320347471524176,0.0001220703125,1.2894317647788218,0.00032113316221524176,3.0
sifat,14,4,0.00022160173735762088,6.103515625e-05,1.2894317647788218,0.00016056658110762088,3.0
cewek,14,4,0.00022160173735762088,6.103515625e-05,1.2894317647788218,0.00016056658110762088,3.0
diet,11,3,0.00017728138988609671,4.8828125e-05,1.2894317647788218,0.00012845326488609672,3.0
susah,11,3,0.00017728138988609671,4.8828125e-05,1.2894317647788218,0.00012845326488609672,3.0
jennie,11,3,0.00017728138988609671,4.8828125e-05,1.2894317647788218,0.00012845326488609672,3.0
cowok,11,3,0.00017728138988609671,4.8828125e-05,1.2894317647788218,0.00012845326488609672,3.0
puter,8,2,0.00013296104241457252,3.662109375e-05,1.2894317647788218,9.633994866457252e-05,3.0
usir,8,2,0.00013296104241457252,3.662109375e-05,1.2894317647788218,9.633994866457252e-05,3.0
tangis,8,2,0.00013296104241457252,3.662109375e-05,1.2894317647788218,9.633994866457252e-05,3.0
yoon,8,2,0.00013296104241457252,3.662109375e-05,1.2894317647788218,9.633994866457252e-05,3.0
labu,8,2,0.00013296104241457252,3.662109375e-05,1.2894317647788218,9.633994866457252e-05,3.0
nawawi,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
cynthia,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
chang,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
impi,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
jiplak,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
bang,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
posesif,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
lelaki,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
cover,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
lah,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
hamish,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
gue,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
cemburu,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
tae,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
senggol,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
ariel,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
jatah,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
fredly,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
sinis,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
jerinx,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
sunu,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
tobing,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
buaya,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
mama,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
benci,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
sombong,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
sule,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
sungkar,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
shinee,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
fatir,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
alien,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
komika,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
profil,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
puruk,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
radio,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
laudya,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
taemin,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
aktris,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
kiky,5,1,8.864069494304836e-05,2.44140625e-05,1.2894317647788218,6.422663244304836e-05,3.0
luna,46,15,0.0006943521103872121,0.0001953125,1.2683783555809895,0.0004990396103872121,2.9375
pamer,63,21,0.0009455007460591825,0.0002685546875,1.2586601061120681,0.0006769460585591825,2.909090909090909
ala,31,10,0.00047275037302959124,0.00013427734375,1.2586601061120681,0.0003384730292795912,2.909090909090909
mirip,28,9,0.00042843002555806705,0.0001220703125,1.2555302131031405,0.00030635971305806705,2.9
dewi,25,8,0.00038410967808654285,0.00010986328125,1.2516914367959748,0.00027424639683654286,2.888888888888889
sang,74,25,0.0011080086867881044,0.0003173828125,1.2502110516255407,0.0007906258742881045,2.8846153846153846
sendiri,48,16,0.0007238990087015616,0.00020751953125,1.2494264301651228,0.0005163794774515615,2.8823529411764706
cuma,22,7,0.0003397893306150187,9.765625e-05,1.2468721503600262,0.0002421330806150187,2.875
kandung,22,7,0.0003397893306150187,9.765625e-05,1.2468721503600262,0.0002421330806150187,2.875
ogah,19,6,0.0002954689831434945,8.544921875e-05,1.2406416006093899,0.00021001976439349453,2.857142857142857
curhat,19,6,0.0002954689831434945,8.544921875e-05,1.2406416006093899,0.00021001976439349453,2.857142857142857
karakter,19,6,0.0002954689831434945,8.544921875e-05,1.2406416006093899,0.00021001976439349453,2.857142857142857
baju,33,11,0.0005022972713439407,0.000146484375,1.2322733509388732,0.00035581289634394064,2.8333333333333335
innova,16,5,0.00025114863567197033,7.32421875e-05,1.2322733509388732,0.00017790644817197032,2.8333333333333335
shandy,16,5,0.00025114863567197033,7.32421875e-05,1.2322733509388732,0.00017790644817197032,2.8333333333333335
teman,30,10,0.00045797692387241647,0.00013427734375,1.2269114077974879,0.00032369958012241646,2.8181818181818183
justru,13,4,0.00020682828820044617,6.103515625e-05,1.2204388932918706,0.00014579313195044617,2.8
kang,13,4,0.00020682828820044617,6.103515625e-05,1.2204388932918706,0.00014579313195044617,2.8
kesal,13,4,0.00020682828820044617,6.103515625e-05,1.2204388932918706,0.00014579313195044617,2.8
isyarat,13,4,0.00020682828820044617,6.103515625e-05,1.2204388932918706,0.00014579313195044617,2.8
betrand,13,4,0.00020682828820044617,6.103515625e-05,1.2204388932918706,0.00014579313195044617,2.8
goda,13,4,0.00020682828820044617,6.103515625e-05,1.2204388932918706,0.00014579313195044617,2.8
jumpa,10,3,0.00016250794072892197,4.8828125e-05,1.2024203877891921,0.00011367981572892197,2.75
single,10,3,0.00016250794072892197,4.8828125e-05,1.2024203877891921,0.00011367981572892197,2.75
sastro,10,3,0.00016250794072892197,4.8828125e-05,1.2024203877891921,0.00011367981572892197,2.75
takut,29,10,0.00044320347471524176,0.00013427734375,1.1941215849744968,0.00030892613096524175,2.727272727272727
beda,48,17,0.0007238990087015616,0.0002197265625,1.1922680163251742,0.0005041724462015616,2.7222222222222223
ungkap,176,65,0.0026149005008199266,0.0008056640625,1.177314466658116,0.0018092364383199267,2.6818181818181817
syuting,31,11,0.00047275037302959124,0.000146484375,1.1716487291224387,0.0003262659980295912,2.6666666666666665
park,15,5,0.00023637518651479562,7.32421875e-05,1.1716487291224387,0.0001631329990147956,2.6666666666666665
busana,15,5,0.00023637518651479562,7.32421875e-05,1.1716487291224387,0.0001631329990147956,2.6666666666666665
feel,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
ukur,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
striker,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
bajo,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
pilu,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
rumor,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
asteroid,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
puasa,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
idola,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
seram,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
janda,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
david,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
merry,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
dj,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
vina,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
yeon,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
tuhan,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
meyriska,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
marsha,7,2,0.00011818759325739781,3.662109375e-05,1.1716487291224387,8.15664995073978e-05,2.6666666666666665
suka,39,14,0.000590937966286989,0.00018310546875,1.1716487291224384,0.00040783249753698905,2.6666666666666665
ngaku,36,13,0.0005466176188154648,0.0001708984375,1.162680059139678,0.0003757191813154648,2.642857142857143
angel,20,7,0.00031024243230066924,9.765625e-05,1.1559003721542993,0.00021258618230066923,2.625
rekam,20,7,0.00031024243230066924,9.765625e-05,1.1559003721542993,0.00021258618230066923,2.625
pernah,85,32,0.0012705166275170264,0.00040283203125,1.1486592108977398,0.0008676845962670264,2.606060606060606
wajah,51,19,0.0007682193561730857,0.000244140625,1.1463309211381485,0.0005240787311730857,2.6
favorit,12,4,0.00019205483904327143,6.103515625e-05,1.1463309211381485,0.00013101968279327143,2.6
tari,12,4,0.00019205483904327143,6.103515625e-05,1.1463309211381485,0.00013101968279327143,2.6
ramadhani,12,4,0.00019205483904327143,6.103515625e-05,1.1463309211381485,0.00013101968279327143,2.6
romantis,12,4,0.00019205483904327143,6.103515625e-05,1.1463309211381485,0.00013101968279327143,2.6
kamar,12,4,0.00019205483904327143,6.103515625e-05,1.1463309211381485,0.00013101968279327143,2.6
exo,43,16,0.0006500317629156879,0.00020751953125,1.1417957659727573,0.0004425122316656879,2.588235294117647
ruben,22,8,0.0003397893306150187,0.00010986328125,1.1290891147036426,0.00022992604936501873,2.5555555555555554
cristiano,22,8,0.0003397893306150187,0.00010986328125,1.1290891147036426,0.00022992604936501873,2.5555555555555554
manis,22,8,0.0003397893306150187,0.00010986328125,1.1290891147036426,0.00022992604936501873,2.5555555555555554
aulia,22,8,0.0003397893306150187,0.00010986328125,1.1290891147036426,0.00022992604936501873,2.5555555555555554
haru,22,8,0.0003397893306150187,0.00010986328125,1.1290891147036426,0.00022992604936501873,2.5555555555555554
onsu,22,8,0.0003397893306150187,0.00010986328125,1.1290891147036426,0.00022992604936501873,2.5555555555555554
tahu,69,27,0.0010341414410022308,0.000341796875,1.1071102079848674,0.0006923445660022308,2.5
populer,14,5,0.00022160173735762088,7.32421875e-05,1.1071102079848674,0.0001483595498576209,2.5
leceh,14,5,0.00022160173735762088,7.32421875e-05,1.1071102079848674,0.0001483595498576209,2.5
iskandar,14,5,0.00022160173735762088,7.32421875e-05,1.1071102079848674,0.0001483595498576209,2.5
suruh,9,3,0.00014773449157174726,4.8828125e-05,1.1071102079848674,9.890636657174726e-05,2.5
tanoto,9,3,0.00014773449157174726,4.8828125e-05,1.1071102079848674,9.890636657174726e-05,2.5
ragu,9,3,0.00014773449157174726,4.8828125e-05,1.1071102079848674,9.890636657174726e-05,2.5
hermansyah,9,3,0.00014773449157174726,4.8828125e-05,1.1071102079848674,9.890636657174726e-05,2.5
rm,9,3,0.00014773449157174726,4.8828125e-05,1.1071102079848674,9.890636657174726e-05,2.5
chef,9,3,0.00014773449157174726,4.8828125e-05,1.1071102079848674,9.890636657174726e-05,2.5
sentuh,9,3,0.00014773449157174726,4.8828125e-05,1.1071102079848674,9.890636657174726e-05,2.5
cut,9,3,0.00014773449157174726,4.8828125e-05,1.1071102079848674,9.890636657174726e-05,2.5
joget,9,3,0.00014773449157174726,4.8828125e-05,1.1071102079848674,9.890636657174726e-05,2.5
opick,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
jari,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
kelly,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
saputri,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
kriteria,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
sampo,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
commerce,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
concert,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
susanti,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
gebrak,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
korek,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
todong,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
wisudawan,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
jegal,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
rakit,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
pede,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
jogja,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
pipik,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
grogi,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
priyanka,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
cat,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
stylish,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
wejang,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
suhu,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
wiryawan,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
konyol,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
dress,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
rina,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
langkat,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
chopra,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
kotor,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
mes,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
becak,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
chart,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
kasihan,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
megah,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
nouva,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
hisyam,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
ceria,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
malas,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
cenderung,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
emosional,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
wa,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
harta,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
vitamin,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
daud,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
dragon,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
kosmetik,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
pandai,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
bomber,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
pattinson,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
ananda,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
pilates,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
class,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
marshanda,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
banderol,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
bodo,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
serum,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
chardon,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
novy,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
netflix,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
semangka,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
kendall,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
bila,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
jajan,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
sahila,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
sugih,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
swift,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
winky,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
dalih,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
jr,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
polwan,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
skincare,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
asam,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
poppy,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
seungri,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
dunn,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
badudu,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
langsing,4,1,7.386724578587363e-05,2.44140625e-05,1.1071102079848674,4.945318328587363e-05,2.5
istri,96,38,0.0014330245682459483,0.00047607421875,1.1019688084844486,0.0009569503494959483,2.4871794871794872
pria,93,37,0.0013887042207744243,0.0004638671875,1.0965280986543304,0.0009248370332744243,2.473684210526316
nyata,88,35,0.0013148369749885506,0.000439453125,1.0959369073867422,0.0008753838499885507,2.4722222222222223
habis,26,10,0.00039888312724371757,0.00013427734375,1.0887610693166707,0.00026460578349371755,2.4545454545454546
nikita,48,19,0.0007238990087015616,0.000244140625,1.0869075006673479,0.00047975838370156157,2.45
syarat,21,8,0.00032501588145784395,0.00010986328125,1.0846373521328088,0.00021515260020784396,2.4444444444444446
young,21,8,0.00032501588145784395,0.00010986328125,1.0846373521328088,0.00021515260020784396,2.4444444444444446
markle,16,6,0.00025114863567197033,8.544921875e-05,1.0781226711116152,0.00016569941692197034,2.4285714285714284
maia,16,6,0.00025114863567197033,8.544921875e-05,1.0781226711116152,0.00016569941692197034,2.4285714285714284
diam,16,6,0.00025114863567197033,8.544921875e-05,1.0781226711116152,0.00016569941692197034,2.4285714285714284
ibunda,16,6,0.00025114863567197033,8.544921875e-05,1.0781226711116152,0.00016569941692197034,2.4285714285714284
manfaat,52,21,0.0007829928053302604,0.0002685546875,1.0700689363045182,0.0005144381178302604,2.409090909090909
hubung,52,21,0.0007829928053302604,0.0002685546875,1.0700689363045182,0.0005144381178302604,2.409090909090909
cocok,23,9,0.00035456277977219343,0.0001220703125,1.0662882134646121,0.00023249246727219343,2.4
rupa,11,4,0.00017728138988609671,6.103515625e-05,1.0662882134646121,0.00011624623363609671,2.4
dadak,18,7,0.0002806955339863198,9.765625e-05,1.0558169135973168,0.0001830392839863198,2.375
goreng,13,5,0.00020682828820044617,7.32421875e-05,1.038117336497916,0.00013358610070044618,2.3333333333333335
marvel,13,5,0.00020682828820044617,7.32421875e-05,1.038117336497916,0.00013358610070044618,2.3333333333333335
tas,13,5,0.00020682828820044617,7.32421875e-05,1.038117336497916,0.00013358610070044618,2.3333333333333335
kompak,13,5,0.00020682828820044617,7.32421875e-05,1.038117336497916,0.00013358610070044618,2.3333333333333335
nia,13,5,0.00020682828820044617,7.32421875e-05,1.038117336497916,0.00013358610070044618,2.3333333333333335
pura,6,2,0.00010341414410022308,3.662109375e-05,1.038117336497916,6.679305035022309e-05,2.3333333333333335
disney,6,2,0.00010341414410022308,3.662109375e-05,1.038117336497916,6.679305035022309e-05,2.3333333333333335
